event_id,airtable_record_id,event_name,event_date,event_type,series,brand_partners,internal_external,store_key,is_offsite,n_stores,has_control,cost_state,cost_recorded,direct_cost,shared_cost_allocated,gross_cost,brand_offset,net_tta_cost,shared_lines,expected_attendance,expected_attendance_raw,event_date_export,shared_cost_allocated_export,gross_cost_export,net_tta_cost_export,realloc_delta,built_at
recZEv24Ejq5NQ5vE-4,recZEv24Ejq5NQ5vE,Voss Events: Proud Divas,2024-06-29,Community Programming,One-off,Drew Martin,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-29,,,,0.0,2026-09-04 16:04:02.844652
recZEv24Ejq5NQ5vE-3,recZEv24Ejq5NQ5vE,Voss Events: Proud Divas,2024-06-29,Community Programming,One-off,Drew Martin,External,3,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-29,,,,0.0,2026-09-04 16:04:02.844652
recPhDNLVQKyYx7uB-4,recPhDNLVQKyYx7uB,Studio 420: Pride Brunch,2024-06-30,Community Programming,One-off,"",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-30,,,,0.0,2026-09-04 16:04:02.844652
recPhDNLVQKyYx7uB-1,recPhDNLVQKyYx7uB,Studio 420: Pride Brunch,2024-06-30,Community Programming,One-off,"",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-30,,,,0.0,2026-09-04 16:04:02.844652
recPhDNLVQKyYx7uB-2,recPhDNLVQKyYx7uB,Studio 420: Pride Brunch,2024-06-30,Community Programming,One-off,"",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-30,,,,0.0,2026-09-04 16:04:02.844652
recuRuA4BofOdc9JS-4,recuRuA4BofOdc9JS,Voss Events: Daydream Pride Sunday,2024-06-30,Community Programming,One-off,Drew Martin,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-30,,,,0.0,2026-09-04 16:04:02.844652
recuRuA4BofOdc9JS-2,recuRuA4BofOdc9JS,Voss Events: Daydream Pride Sunday,2024-06-30,Community Programming,One-off,Drew Martin,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-30,,,,0.0,2026-09-04 16:04:02.844652
recuRuA4BofOdc9JS-1,recuRuA4BofOdc9JS,Voss Events: Daydream Pride Sunday,2024-06-30,Community Programming,One-off,Drew Martin,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-06-30,,,,0.0,2026-09-04 16:04:02.844652
recBhNAZgRonOa9JH-1,recBhNAZgRonOa9JH,Rage & Release 7/2,2024-07-02,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-07-02,,,,0.0,2026-09-04 16:04:02.844652
rec1makqIKuYduz3A-1,rec1makqIKuYduz3A,Rage & Release 7/9,2024-07-09,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-07-09,,,,0.0,2026-09-04 16:04:02.844652
rec2OT7U9XwuQCVv5-2,rec2OT7U9XwuQCVv5,Weed Auntie x Ayrloom: Altitude 710,2024-07-10,Community Programming,One-off,Ayrloom,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-07-10,,,,0.0,2026-09-04 16:04:02.844652
rec2OT7U9XwuQCVv5-1,rec2OT7U9XwuQCVv5,Weed Auntie x Ayrloom: Altitude 710,2024-07-10,Community Programming,One-off,Ayrloom,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-07-10,,,,0.0,2026-09-04 16:04:02.844652
rec2OT7U9XwuQCVv5-4,rec2OT7U9XwuQCVv5,Weed Auntie x Ayrloom: Altitude 710,2024-07-10,Community Programming,One-off,Ayrloom,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-07-10,,,,0.0,2026-09-04 16:04:02.844652
recknGcPI5A3ayzXg-1,recknGcPI5A3ayzXg,Angie Martinez Celeb Guest Budtender,2024-07-16,TTA Brand Event,One-off,"",Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-07-16,,,,0.0,2026-09-04 16:04:02.844652
rec4ZatRp6n4CjKfQ-1,rec4ZatRp6n4CjKfQ,Rage & Release 7/16,2024-07-16,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-07-16,,,,0.0,2026-09-04 16:04:02.844652
recxWCbWkvJfoJEUM-4,recxWCbWkvJfoJEUM,Creative CannaOasis,2024-07-20,Community Programming,One-off,"",External,4,false,2,true,no_budget_linked,false,,,,,,0,,,2024-07-20,,,,0.0,2026-09-04 16:04:02.844652
recxWCbWkvJfoJEUM-1,recxWCbWkvJfoJEUM,Creative CannaOasis,2024-07-20,Community Programming,One-off,"",External,1,false,2,true,no_budget_linked,false,,,,,,0,,,2024-07-20,,,,0.0,2026-09-04 16:04:02.844652
recP1Zy2kWb8kTssC-1,recP1Zy2kWb8kTssC,Rage & Release 7/23,2024-07-23,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-07-23,,,,0.0,2026-09-04 16:04:02.844652
rec8bY1wydENTzxoC-1,rec8bY1wydENTzxoC,Rage & Release 7/30,2024-07-30,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-07-30,,,,0.0,2026-09-04 16:04:02.844652
recuh9zgNf2L0c9MR-1,recuh9zgNf2L0c9MR,Rage & Release 8/6,2024-08-06,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-06,,,,0.0,2026-09-04 16:04:02.844652
rec2e9l6FTAo5aHVy-1,rec2e9l6FTAo5aHVy,Rage & Release 8/13,2024-08-13,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-13,,,,0.0,2026-09-04 16:04:02.844652
rec4as7KfZuKLbRul-1,rec4as7KfZuKLbRul,Future @ Barclays,2024-08-15,In-Store Activation,One-off,Evol by Future,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-15,,,,0.0,2026-09-04 16:04:02.844652
recX6I2VsKxMLLBXS-4,recX6I2VsKxMLLBXS,I Know A Spot: Art Edition,2024-08-17,TTA Brand Event,One-off,"",External,4,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-17,,,,0.0,2026-09-04 16:04:02.844652
recmitU5dfw3cDAnj-1,recmitU5dfw3cDAnj,Rage & Release 8/20,2024-08-20,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-20,,,,0.0,2026-09-04 16:04:02.844652
recCE5lWzJRn9KalM-2,recCE5lWzJRn9KalM,I Know A Spot: Meditation Edition,2024-08-23,TTA Brand Event,One-off,"",External,2,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-23,,,,0.0,2026-09-04 16:04:02.844652
recmZtLQubjv0udsL-1,recmZtLQubjv0udsL,Rage & Release 8/27,2024-08-27,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-08-27,,,,0.0,2026-09-04 16:04:02.844652
recRPJULtOfAqphsm-1,recRPJULtOfAqphsm,Honey Balenciaga x PAPER,2024-08-29,TTA Brand Event,One-off,Edie Parker,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-08-29,,,,0.0,2026-09-04 16:04:02.844652
recRPJULtOfAqphsm-4,recRPJULtOfAqphsm,Honey Balenciaga x PAPER,2024-08-29,TTA Brand Event,One-off,Edie Parker,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-08-29,,,,0.0,2026-09-04 16:04:02.844652
recRPJULtOfAqphsm-2,recRPJULtOfAqphsm,Honey Balenciaga x PAPER,2024-08-29,TTA Brand Event,One-off,Edie Parker,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-08-29,,,,0.0,2026-09-04 16:04:02.844652
reccjVu6MKf3ok9oJ-1,reccjVu6MKf3ok9oJ,Rage & Release 9/3,2024-09-03,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-09-03,,,,0.0,2026-09-04 16:04:02.844652
recZ84M1f98upXVMG-4,recZ84M1f98upXVMG,AKNVAS NYFW Show,2024-09-09,TTA Brand Event,One-off,"Dosist,Ruby Farms Kingston Reserve LLC",Internal,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-09,,,,0.0,2026-09-04 16:04:02.844652
recZ84M1f98upXVMG-1,recZ84M1f98upXVMG,AKNVAS NYFW Show,2024-09-09,TTA Brand Event,One-off,"Dosist,Ruby Farms Kingston Reserve LLC",Internal,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-09,,,,0.0,2026-09-04 16:04:02.844652
recZ84M1f98upXVMG-2,recZ84M1f98upXVMG,AKNVAS NYFW Show,2024-09-09,TTA Brand Event,One-off,"Dosist,Ruby Farms Kingston Reserve LLC",Internal,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-09,,,,0.0,2026-09-04 16:04:02.844652
rec1PZpyQfAfGbDkC-1,rec1PZpyQfAfGbDkC,Rage & Release 9/10,2024-09-10,In-Store Activation,One-off,Off Hours,External,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-09-10,,,,0.0,2026-09-04 16:04:02.844652
recJC58vHzbR7oHEQ-1,recJC58vHzbR7oHEQ,Rage & Release 9/17,2024-09-17,In-Store Activation,One-off,Off Hours,External,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-09-17,,,,0.0,2026-09-04 16:04:02.844652
rec4PPJTGLS9wTCbk-4,rec4PPJTGLS9wTCbk,NYFF Cinephile Game Night 1,2024-09-18,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",Internal,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-18,,,,0.0,2026-09-04 16:04:02.844652
rec4PPJTGLS9wTCbk-1,rec4PPJTGLS9wTCbk,NYFF Cinephile Game Night 1,2024-09-18,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",Internal,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-18,,,,0.0,2026-09-04 16:04:02.844652
rec4PPJTGLS9wTCbk-2,rec4PPJTGLS9wTCbk,NYFF Cinephile Game Night 1,2024-09-18,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",Internal,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-18,,,,0.0,2026-09-04 16:04:02.844652
recZUMfVf4j2B3NV6-4,recZUMfVf4j2B3NV6,RuPaul's Drag Race All-Stars Live,2024-09-19,TTA Brand Event,One-off,"",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-19,,,,0.0,2026-09-04 16:04:02.844652
recZUMfVf4j2B3NV6-1,recZUMfVf4j2B3NV6,RuPaul's Drag Race All-Stars Live,2024-09-19,TTA Brand Event,One-off,"",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-19,,,,0.0,2026-09-04 16:04:02.844652
recZUMfVf4j2B3NV6-2,recZUMfVf4j2B3NV6,RuPaul's Drag Race All-Stars Live,2024-09-19,TTA Brand Event,One-off,"",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-19,,,,0.0,2026-09-04 16:04:02.844652
recLYH2bKR8Dq9lD8-4,recLYH2bKR8Dq9lD8,Last Prisoner Project Innaugral Gala,2024-09-24,Community Programming,One-off,"",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-24,,,,0.0,2026-09-04 16:04:02.844652
recLYH2bKR8Dq9lD8-1,recLYH2bKR8Dq9lD8,Last Prisoner Project Innaugral Gala,2024-09-24,Community Programming,One-off,"",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-24,,,,0.0,2026-09-04 16:04:02.844652
recLYH2bKR8Dq9lD8-2,recLYH2bKR8Dq9lD8,Last Prisoner Project Innaugral Gala,2024-09-24,Community Programming,One-off,"",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-24,,,,0.0,2026-09-04 16:04:02.844652
recyn6kH5A121g9sm-4,recyn6kH5A121g9sm,NYFF Cinephile Game Night 2,2024-09-25,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",Internal,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-25,,,,0.0,2026-09-04 16:04:02.844652
recyn6kH5A121g9sm-1,recyn6kH5A121g9sm,NYFF Cinephile Game Night 2,2024-09-25,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",Internal,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-25,,,,0.0,2026-09-04 16:04:02.844652
recyn6kH5A121g9sm-2,recyn6kH5A121g9sm,NYFF Cinephile Game Night 2,2024-09-25,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",Internal,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-25,,,,0.0,2026-09-04 16:04:02.844652
recFwP0d48OG3Xi0J-4,recFwP0d48OG3Xi0J,All Things Go 2024 Day 1,2024-09-28,TTA Brand Event,One-off,"Fernway ,Wyld - GoodTyde,Butter",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-28,,,,0.0,2026-09-04 16:04:02.844652
recFwP0d48OG3Xi0J-1,recFwP0d48OG3Xi0J,All Things Go 2024 Day 1,2024-09-28,TTA Brand Event,One-off,"Fernway ,Wyld - GoodTyde,Butter",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-28,,,,0.0,2026-09-04 16:04:02.844652
recFwP0d48OG3Xi0J-2,recFwP0d48OG3Xi0J,All Things Go 2024 Day 1,2024-09-28,TTA Brand Event,One-off,"Fernway ,Wyld - GoodTyde,Butter",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-28,,,,0.0,2026-09-04 16:04:02.844652
recNBdpiD6TOX21IA-4,recNBdpiD6TOX21IA,NYFF Cinephile Game Night 3,2024-09-28,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-28,,,,0.0,2026-09-04 16:04:02.844652
recNBdpiD6TOX21IA-1,recNBdpiD6TOX21IA,NYFF Cinephile Game Night 3,2024-09-28,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-28,,,,0.0,2026-09-04 16:04:02.844652
recNBdpiD6TOX21IA-2,recNBdpiD6TOX21IA,NYFF Cinephile Game Night 3,2024-09-28,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-28,,,,0.0,2026-09-04 16:04:02.844652
recrcBW9c9KdWDRqb-4,recrcBW9c9KdWDRqb,All Things Go 2024 Day 3,2024-09-29,TTA Brand Event,One-off,"Fernway ,Wyld - GoodTyde,Butter",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-29,,,,0.0,2026-09-04 16:04:02.844652
recrcBW9c9KdWDRqb-1,recrcBW9c9KdWDRqb,All Things Go 2024 Day 3,2024-09-29,TTA Brand Event,One-off,"Fernway ,Wyld - GoodTyde,Butter",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-29,,,,0.0,2026-09-04 16:04:02.844652
recrcBW9c9KdWDRqb-2,recrcBW9c9KdWDRqb,All Things Go 2024 Day 3,2024-09-29,TTA Brand Event,One-off,"Fernway ,Wyld - GoodTyde,Butter",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-29,,,,0.0,2026-09-04 16:04:02.844652
recdRkV2Gixohy8bo-4,recdRkV2Gixohy8bo,NYFF Cinephile Game Night 4,2024-09-29,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-29,,,,0.0,2026-09-04 16:04:02.844652
recdRkV2Gixohy8bo-1,recdRkV2Gixohy8bo,NYFF Cinephile Game Night 4,2024-09-29,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-29,,,,0.0,2026-09-04 16:04:02.844652
recdRkV2Gixohy8bo-2,recdRkV2Gixohy8bo,NYFF Cinephile Game Night 4,2024-09-29,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-29,,,,0.0,2026-09-04 16:04:02.844652
recIH1e9jqlFcfz5B-4,recIH1e9jqlFcfz5B,NYFF Cinephile Game Night 5,2024-09-30,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-30,,,,0.0,2026-09-04 16:04:02.844652
recIH1e9jqlFcfz5B-1,recIH1e9jqlFcfz5B,NYFF Cinephile Game Night 5,2024-09-30,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-30,,,,0.0,2026-09-04 16:04:02.844652
recIH1e9jqlFcfz5B-2,recIH1e9jqlFcfz5B,NYFF Cinephile Game Night 5,2024-09-30,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-09-30,,,,0.0,2026-09-04 16:04:02.844652
rec2lvyy2zhH7kNK0-4,rec2lvyy2zhH7kNK0,Revelry Fest 2024,2024-10-05,TTA Brand Event,One-off,"",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-05,,,,0.0,2026-09-04 16:04:02.844652
rec2lvyy2zhH7kNK0-1,rec2lvyy2zhH7kNK0,Revelry Fest 2024,2024-10-05,TTA Brand Event,One-off,"",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-05,,,,0.0,2026-09-04 16:04:02.844652
rec2lvyy2zhH7kNK0-2,rec2lvyy2zhH7kNK0,Revelry Fest 2024,2024-10-05,TTA Brand Event,One-off,"",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-05,,,,0.0,2026-09-04 16:04:02.844652
recjaiyqmEamhjSwF-4,recjaiyqmEamhjSwF,NYFF Cinephile Game Night 6,2024-10-08,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-08,,,,0.0,2026-09-04 16:04:02.844652
recjaiyqmEamhjSwF-1,recjaiyqmEamhjSwF,NYFF Cinephile Game Night 6,2024-10-08,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-08,,,,0.0,2026-09-04 16:04:02.844652
recjaiyqmEamhjSwF-2,recjaiyqmEamhjSwF,NYFF Cinephile Game Night 6,2024-10-08,TTA Brand Event,One-off,"Hudson,Silly Nice,Ayrloom,Rove",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-08,,,,0.0,2026-09-04 16:04:02.844652
recVoHFRQbCZUe0lt-1,recVoHFRQbCZUe0lt,Rage & Release 10/8,2024-10-08,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-10-08,,,,0.0,2026-09-04 16:04:02.844652
recUtlYk2pM36gMCf-1,recUtlYk2pM36gMCf,Rage & Release 10/15,2024-10-15,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-10-15,,,,0.0,2026-09-04 16:04:02.844652
recu6x4OckSLLc808-4,recu6x4OckSLLc808,Weed Auntie x Wana: Plant Play,2024-10-16,Community Programming,One-off,Wana,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-16,,,,0.0,2026-09-04 16:04:02.844652
recu6x4OckSLLc808-1,recu6x4OckSLLc808,Weed Auntie x Wana: Plant Play,2024-10-16,Community Programming,One-off,Wana,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-16,,,,0.0,2026-09-04 16:04:02.844652
recu6x4OckSLLc808-2,recu6x4OckSLLc808,Weed Auntie x Wana: Plant Play,2024-10-16,Community Programming,One-off,Wana,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-16,,,,0.0,2026-09-04 16:04:02.844652
recO3KTAtgs8IxCc8-1,recO3KTAtgs8IxCc8,Rage & Release 10/22,2024-10-22,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-10-22,,,,0.0,2026-09-04 16:04:02.844652
recYCXWLYDcinxpRX-4,recYCXWLYDcinxpRX,Weed Auntie x Ayrloom: Garden of Giggles,2024-10-22,Community Programming,One-off,Ayrloom,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-22,,,,0.0,2026-09-04 16:04:02.844652
recYCXWLYDcinxpRX-1,recYCXWLYDcinxpRX,Weed Auntie x Ayrloom: Garden of Giggles,2024-10-22,Community Programming,One-off,Ayrloom,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-22,,,,0.0,2026-09-04 16:04:02.844652
recYCXWLYDcinxpRX-2,recYCXWLYDcinxpRX,Weed Auntie x Ayrloom: Garden of Giggles,2024-10-22,Community Programming,One-off,Ayrloom,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-22,,,,0.0,2026-09-04 16:04:02.844652
rec5uceYiMmCqa5FH-1,rec5uceYiMmCqa5FH,Rage & Release 10/29,2024-10-29,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-10-29,,,,0.0,2026-09-04 16:04:02.844652
recBnYlhZxTckpnEE-2,recBnYlhZxTckpnEE,The Travel Agency x Hudson : Big Bonfire,2024-10-30,TTA Brand Event,One-off,Hudson,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-30,,,,0.0,2026-09-04 16:04:02.844652
recBnYlhZxTckpnEE-1,recBnYlhZxTckpnEE,The Travel Agency x Hudson : Big Bonfire,2024-10-30,TTA Brand Event,One-off,Hudson,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-30,,,,0.0,2026-09-04 16:04:02.844652
recBnYlhZxTckpnEE-4,recBnYlhZxTckpnEE,The Travel Agency x Hudson : Big Bonfire,2024-10-30,TTA Brand Event,One-off,Hudson,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-30,,,,0.0,2026-09-04 16:04:02.844652
recwZM1rDwhBqcEGq-2,recwZM1rDwhBqcEGq,Julio Torres Halloween 2024,2024-10-31,TTA Brand Event,One-off,Edie Parker,External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-31,,,,0.0,2026-09-04 16:04:02.844652
recwZM1rDwhBqcEGq-4,recwZM1rDwhBqcEGq,Julio Torres Halloween 2024,2024-10-31,TTA Brand Event,One-off,Edie Parker,External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-31,,,,0.0,2026-09-04 16:04:02.844652
recwZM1rDwhBqcEGq-1,recwZM1rDwhBqcEGq,Julio Torres Halloween 2024,2024-10-31,TTA Brand Event,One-off,Edie Parker,External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-10-31,,,,0.0,2026-09-04 16:04:02.844652
recxbuwfjKOT8d9E1-1,recxbuwfjKOT8d9E1,Rage & Release 11/12,2024-11-05,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-11-05,,,,0.0,2026-09-04 16:04:02.844652
recYbufuK9I2sSQnz-1,recYbufuK9I2sSQnz,Rage & Release 11/5,2024-11-05,In-Store Activation,One-off,Off Hours,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-11-05,,,,0.0,2026-09-04 16:04:02.844652
recfm6jprqZbxVgJf-2,recfm6jprqZbxVgJf,Incredibles x Magnolia Launch,2024-11-07,In-Store Activation,One-off,Incredibles,Internal,2,false,1,true,no_budget_linked,false,,,,,,0,,,2024-11-07,,,,0.0,2026-09-04 16:04:02.844652
recrhlfSK1E97wXM5-4,recrhlfSK1E97wXM5,The Travel Agency x Cardoza Law,2024-11-12,Community Programming,One-off,"",External,4,false,1,true,no_budget_linked,false,,,,,,0,,,2024-11-12,,,,0.0,2026-09-04 16:04:02.844652
reco6KU8FFOcP7FE1-4,reco6KU8FFOcP7FE1,High Tidings: Fifth 1,2024-11-30,In-Store Activation,One-off,Ayrloom,Internal,4,false,1,true,no_budget_linked,false,,,,,,0,,,2024-11-30,,,,0.0,2026-09-04 16:04:02.844652
recIGvekYDqcBpuP8-2,recIGvekYDqcBpuP8,High Tidings: USQ 1,2024-12-04,In-Store Activation,One-off,Edie Parker,Internal,2,false,1,true,no_budget_linked,false,,,,,,0,,,2024-12-04,,,,0.0,2026-09-04 16:04:02.844652
recYr0FjMDa3D4NqV-2,recYr0FjMDa3D4NqV,An Axe-Mas Story at 54 Below,2024-12-10,Community Programming,One-off,"",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2024-12-10,,,,0.0,2026-09-04 16:04:02.844652
recYr0FjMDa3D4NqV-4,recYr0FjMDa3D4NqV,An Axe-Mas Story at 54 Below,2024-12-10,Community Programming,One-off,"",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2024-12-10,,,,0.0,2026-09-04 16:04:02.844652
recYr0FjMDa3D4NqV-1,recYr0FjMDa3D4NqV,An Axe-Mas Story at 54 Below,2024-12-10,Community Programming,One-off,"",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2024-12-10,,,,0.0,2026-09-04 16:04:02.844652
recXl4zhUjtLfVtiL-2,recXl4zhUjtLfVtiL,In The Green Room: BTS of Cannabis,2024-12-11,TTA Brand Event,One-off,"Beboe,Rythm",External,2,false,1,true,no_budget_linked,false,,,,,,0,,,2024-12-11,,,,0.0,2026-09-04 16:04:02.844652
recD336CkZlEqoZAQ-4,recD336CkZlEqoZAQ,High Tidings: USQ 2,2024-12-13,In-Store Activation,One-off,Ayrloom,Internal,4,false,1,true,no_budget_linked,false,,,,,,0,,,2024-12-13,,,,0.0,2026-09-04 16:04:02.844652
recBk62FZkFWfGG6V-4,recBk62FZkFWfGG6V,High Tidings: Fifth 2,2024-12-14,In-Store Activation,One-off,Edie Parker,Internal,4,false,1,true,no_budget_linked,false,,,,,,0,,,2024-12-14,,,,0.0,2026-09-04 16:04:02.844652
recHXHRril8YqtV9G-1,recHXHRril8YqtV9G,High Tidings: DTBK,2024-12-17,In-Store Activation,One-off,Ayrloom,Internal,1,false,1,true,no_budget_linked,false,,,,,,0,,,2024-12-17,,,,0.0,2026-09-04 16:04:02.844652
recpx1WKX45U6raJU-4,recpx1WKX45U6raJU,You'll Never Believe This Book Release,2025-01-07,Community Programming,One-off,"Flamer,Miss Grass",External,4,false,3,true,no_budget_linked,false,,,,,,0,,,2025-01-07,,,,0.0,2026-09-04 16:04:02.844652
recpx1WKX45U6raJU-1,recpx1WKX45U6raJU,You'll Never Believe This Book Release,2025-01-07,Community Programming,One-off,"Flamer,Miss Grass",External,1,false,3,true,no_budget_linked,false,,,,,,0,,,2025-01-07,,,,0.0,2026-09-04 16:04:02.844652
recpx1WKX45U6raJU-2,recpx1WKX45U6raJU,You'll Never Believe This Book Release,2025-01-07,Community Programming,One-off,"Flamer,Miss Grass",External,2,false,3,true,no_budget_linked,false,,,,,,0,,,2025-01-07,,,,0.0,2026-09-04 16:04:02.844652
recJaKkSXNFIyK1j1-0,recJaKkSXNFIyK1j1,Stoned with Sasha Colby,2025-01-11,Community Programming,One-off,Flamer,External,0,true,0,false,no_budget_linked,false,,,,,,0,,,2025-01-11,,,,0.0,2026-09-04 16:04:02.844652
